"題名","creator","日期","類型","來源","識別碼","來源網址","語言","資料類型","描述","主題","年代範圍","地理範圍","翻譯者","關聯","出版者","貢獻者","取得日期","授權狀態","授權備註","收錄狀態","備註"
"日月潭水力發電所","臺灣電力株式會社","1919-1934","產業與經濟實錄","國立臺灣圖書館／學術研究","SUNMOON-LAKE-POWER","–","ja;zh","文字","日月潭水力發電所（1919年動工、1934年竣工）之建設歷程與營運史料，為日治最大電力工程","日月潭;發電;日治;電力;水力","日治時期（1919–1934）","日月潭;南投;臺中","–","–","–","–","2026-07-30","UNCLEAR","建設報告國臺圖有藏","僅收錄 metadata","日月潭發電所為臺灣電力現代化之里程碑"
"臺灣電力株式會社史料","臺灣電力株式會社","1919-1945","產業與經濟實錄","國立臺灣圖書館","TW-POWER-CORP-HISTORY","–","ja","文字","臺灣電力株式會社（1919年成立）之社史、電氣事業年報、供電區域統計等，為日治臺灣動力化之核心","電力;日治;會社;電氣;動力化","日治時期（1919–1945）","全臺灣","–","日月潭水力發電所","–","–","2026-07-30","UNCLEAR","社史與年報國臺圖有藏","僅收錄 metadata","臺灣電力為日治產業發展之基礎設施"
"臺灣銀行史","臺灣銀行","1899-1945","產業與經濟實錄","國立臺灣圖書館（原件）","TW-BANK-HISTORY-JP","–","ja","文字","臺灣銀行（1899年設立，日治時期臺灣中央銀行）之社史、業務報告、紙幣發行、匯兌、金融政策等史料","臺灣銀行;日治;金融;銀行;貨幣","日治時期（1899–1945）","全臺灣;海外","–","–","–","–","2026-07-30","UNCLEAR","社史國臺圖有藏","僅收錄 metadata","臺灣銀行為日治臺灣金融體系之核心"
"臺灣鐵道史（日治時期）","臺灣總督府鐵道部","1906-1945","產業與經濟實錄","國立臺灣圖書館（原件）","TW-RAILWAY-HISTORY-JP","–","ja","文字","臺灣總督府鐵道部編纂之臺灣鐵道史，含縱貫鐵道建設、營運、沿線開發等完整記錄","鐵道;日治;縱貫線;鐵路;運輸","日治時期（1899–1945）","全臺灣","–","臺灣鐵道部檔案","–","–","2026-07-30","UNCLEAR","鐵道史刊本國臺圖有藏","僅收錄 metadata","臺灣鐵道史為日治交通建設之權威記錄"
"基隆港與高雄港建設史料","臺灣總督府內務局土木課","1900-1945","產業與經濟實錄","國史館臺灣文獻館","KEELUNG-KAOHSIUNG-PORT","https://onlinearchives.th.gov.tw/","ja","文字","日治時期基隆港（近代化改修）與高雄港（打狗港築港）之港灣建設工程相關公文與設計圖","港灣;日治;基隆;高雄;築港","日治時期（1900–1945）","基隆;高雄","–","–","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","基隆高雄雙港為日治臺灣對外門戶"
"金瓜石金礦與瑞芳礦業","金瓜石礦山／日本礦業會社","1896-1945","產業與經濟實錄","國立臺灣圖書館／新北市立黃金博物館","CHINKUASHIH-GOLD","–","ja;en","文字","日治時期金瓜石金礦（東亞最大金礦之一）之採礦史料，含礦業權、產金量、礦工、礦業技術等","金礦;日治;金瓜石;瑞芳;礦業","日治時期（1896–1945）","金瓜石;瑞芳（新北）","–","–","–","新北市立黃金博物館","2026-07-30","UNCLEAR","黃金博物館有數位資料","僅收錄 metadata","金瓜石為日治時期臺灣礦業之巔峰"
"日治時期臺灣茶業","臺灣總督府殖產局／茶商","1900-1945","產業與經濟實錄","國立臺灣圖書館／學術研究","JP-TEA-INDUSTRY-TW","–","ja;en","文字","日治時期臺灣茶業（包種茶、紅茶為主）之生產、檢驗、出口與東亞市場史料，臺灣茶業在日治進入全盛期","茶業;日治;包種茶;紅茶;出口","日治時期（1900–1945）","臺北;桃園;新竹","–","清末臺灣茶葉相關史料","–","–","2026-07-30","UNCLEAR","茶業檔案分散","僅收錄 metadata","日治臺灣茶業產量與品質居世界前茅"
"臺灣專賣制度史（樟腦/菸/酒/鹽/鴉片）","臺灣總督府專賣局","1900-1945","產業與經濟實錄","國史館臺灣文獻館／學術研究","TW-SEMBAI-HISTORY","https://onlinearchives.th.gov.tw/","ja","文字","日治時期臺灣專賣制度之綜合史料，含樟腦、菸草、酒類、食鹽、鴉片、火柴、石油等專賣品之產銷制度與財政貢獻","專賣;日治;樟腦;菸酒;財政","日治時期（1900–1945）","全臺灣","–","專賣局檔案—鴉片專賣","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","專賣收入佔總督府歲入之40%以上"
"臺灣農會與產業組合史料","臺灣總督府殖產局","1900-1945","產業與經濟實錄","國立臺灣圖書館／學術研究","TW-FARMER-ASSOC-JP","–","ja","文字","日治時期臺灣農會、產業組合（農業合作社）、信用組合之設立與營運史料，為臺灣農村社會之基層經濟組織","農會;產業組合;日治;合作社;農村","日治時期（1900–1945）","全臺灣","–","–","–","–","2026-07-30","UNCLEAR","資料分散","僅收錄 metadata","產業組合為日治臺灣農村金融之骨幹"
"臺灣省五十一年來統計提要（經濟篇）","臺灣總督府","1945","產業與經濟實錄","中研院（數位化）","TW-51YRS-ECON","http://twstudy.iis.sinica.edu.tw/twstatistic50/","ja","文字","日治末期編纂之經濟綜合統計，含農業、工業、礦業、商業、貿易、金融、交通等各領域連續經濟數據","經濟;統計;日治;綜合;產業","日治時期（1894–1945）","全臺灣","–","五十一年來臺灣統計提要","–","中研院（數位化）","2026-07-30","UNCLEAR","中研院線上公開","已收錄 metadata","日治經濟統計為臺灣經濟史之總數據庫"
"臺灣都市計畫與市區改正史料","臺灣總督府內務局土木課","1900-1945","產業與經濟實錄","國史館臺灣文獻館","TW-URBAN-PLAN-HISTORY","https://onlinearchives.th.gov.tw/","ja","文字","日治時期臺灣主要都市之市區改正（都市計畫）相關公文，含道路擴寬、公園設置、下水道、土地重劃等","都市計畫;日治;市區改正;土地重劃;土木","日治時期（1900–1945）","全臺灣","–","臺灣都市計畫圖","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","日治都市計畫為戰後都市發展之框架"
"臺灣觀光與旅行業史料","臺灣總督府交通局鐵道部","1910-1945","產業與經濟實錄","國立臺灣圖書館","TW-TOURISM-JP","–","ja","文字","日治時期臺灣觀光事業之發展史料，含鐵道部主辦之團體旅行、觀光旅館、風景區開發、旅行指南等","觀光;日治;旅行;鐵道部;風景區","日治時期（1910–1945）","全臺灣","–","觀光寫真帖與旅行記","–","–","2026-07-30","UNCLEAR","圖文資料分散","僅收錄 metadata","日治觀光為殖民政府展示統治成果之工具"
"臺灣水產業與漁業史料","臺灣總督府殖產局水產課","1900-1945","產業與經濟實錄","國史館臺灣文獻館","TW-FISHERY-JP","https://onlinearchives.th.gov.tw/","ja","文字","日治時期臺灣漁業之近代化史料，含漁船動力化、漁港建設（基隆、高雄、蘇澳等）、水產試驗、遠洋漁業等","漁業;水產;日治;漁港;遠洋","日治時期（1900–1945）","全臺灣沿海","–","–","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","日治漁業現代化為戰後遠洋漁業之基礎"
"臺灣勞工運動與勞動條件史料","臺灣總督府警務局／工友總聯盟","1920-1945","產業與經濟實錄","國史館臺灣文獻館／學術研究","TW-LABOR-MOVEMENT-JP","https://onlinearchives.th.gov.tw/","ja;zh","文字","日治時期臺灣勞工運動及勞動條件相關史料，含工友總聯盟活動、工資統計、勞動爭議、工廠法規等","勞工;日治;運動;工會;勞動條件","日治時期（1920–1945）","全臺灣","–","臺灣社會運動與文化協會檔案","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","檔案分散","僅收錄 metadata","勞工運動為日治社會運動三大支柱之一"
"臺灣會社與產業組合統計","臺灣總督府殖產局","1910-1945","產業與經濟實錄","國立臺灣圖書館","TW-CORP-STATS-JP","–","ja","文字","日治時期臺灣公司（會社）登記數、資本額、行業別、設立年份之連續統計資料","會社;統計;日治;資本;企業","日治時期（1910–1945）","全臺灣","–","–","–","–","2026-07-30","UNCLEAR","統計資料散見","僅收錄 metadata","會社統計為臺灣經濟現代化之量化指標"
"臺灣專賣品產銷統計","臺灣總督府專賣局","1900-1945","產業與經濟實錄","國史館臺灣文獻館","TW-SEMBAI-STATS-JP","https://onlinearchives.th.gov.tw/","ja","文字","日治時期各專賣品（樟腦、菸草、酒類、食鹽、鴉片）之生產量、銷售量、收入之連續統計","專賣;統計;日治;樟腦;鴉片","日治時期（1900–1945）","全臺灣","–","臺灣專賣制度史","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","專賣品統計為總督府財政研究之基本數據"
"臺灣工業化與軍需工業（1930–1945）","臺灣總督府殖產局","1930-1945","產業與經濟實錄","國史館臺灣文獻館","TW-WAR-INDUSTRY-JP","https://onlinearchives.th.gov.tw/","ja","文字","1930年代後期至戰末期臺灣工業化加速與軍需工業相關史料，含鋁業、造船、化學工業、機械工業等","工業;軍需;日治;戰時;鋁業","日治時期（1930–1945）","全臺灣","–","–","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","戰時工業化為戰後臺灣工業之基礎"
"臺北帝國大學沿革","臺北帝國大學","1928-1945","教育與醫療史","國立臺灣大學校史館","TAIDAI-HISTORY","https://www.lib.ntu.edu.tw/","ja;zh","文字","日治時期臺灣最高學府臺北帝國大學（1928年創立）之創校沿革、學部學科、教授陣容、學術研究等史料","臺北帝大;大學;日治;高等教育;學術","日治時期（1928–1945）","臺北","–","臺北帝國大學人物與學術傳承","–","國立臺灣大學校史館","2026-07-30","UNCLEAR","校史館部分公開","已收錄 metadata","臺北帝大為日治臺灣學術之最高峰"
"臺灣總督府醫學校與醫學教育","臺灣總督府醫學校","1899-1945","教育與醫療史","國立臺灣大學醫學院","TW-MEDICAL-SCHOOL-JP","–","ja;zh","文字","臺灣總督府醫學校（1899年創立，臺大醫學院前身）之沿革、課程、師生與公共衛生貢獻史料","醫學;教育;日治;醫學校;醫師","日治時期（1899–1945）","臺北","–","臺北帝國大學沿革","–","國立臺灣大學醫學院","2026-07-30","UNCLEAR","校史資料有限公開","已收錄 metadata","臺灣現代醫學教育之起源"
"臺灣教育令與教育制度沿革","臺灣總督府文教局","1919-1945","教育與醫療史","國史館臺灣文獻館","TW-EDUCATION-ORDINANCE","https://onlinearchives.th.gov.tw/","ja","文字","1919年第一次臺灣教育令、1922年第二次教育令至1941年國民學校令之教育制度變革相關公文","教育令;日治;學校制度;內臺共學;國民學校","日治時期（1919–1945）","全臺灣","–","臺灣總督府公文類纂—教育篇","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","教育令為日治教育制度之法律框架"
"公學校與國民學校制度","臺灣總督府文教局","1898-1945","教育與醫療史","國史館臺灣文獻館","TW-KO-GAKKO","https://onlinearchives.th.gov.tw/","ja","文字","日治時期臺灣人子弟就讀之公學校（1898年創設，後改為國民學校）相關史料，含學校設立、課程、教科書、教員等","公學校;國民學校;日治;初等教育;臺灣人","日治時期（1898–1945）","全臺灣","–","臺灣教育令與教育制度沿革","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","公學校為日治臺灣人教育之最主要場域"
"師範教育史料","臺灣總督府文教局","1899-1945","教育與醫療史","國立臺灣圖書館","TW-TEACHER-TRAINING-JP","–","ja","文字","日治時期臺灣師範教育（國語學校師範部→臺北/臺中/臺南師範學校）之發展沿革史料","師範;教育;日治;教師;教員養成","日治時期（1899–1945）","臺北;臺中;臺南","–","–","–","國立臺灣圖書館","2026-07-30","UNCLEAR","教育資料分散","僅收錄 metadata","師範教育為日治教育質量之關鍵"
"實業教育與職業學校","臺灣總督府文教局／殖產局","1900-1945","教育與醫療史","國史館臺灣文獻館","TW-VOCATIONAL-EDU-JP","https://onlinearchives.th.gov.tw/","ja","文字","日治時期實業教育（農業學校、工業學校、商業學校、水產學校等）之設立與發展史料","實業教育;日治;職業學校;農業;工業","日治時期（1900–1945）","全臺灣","–","–","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","實業教育為日治培養技術人力之管道"
"社會教育與同化教育史料","臺灣總督府文教局","1910-1945","教育與醫療史","國史館臺灣文獻館","TW-SOCIAL-EDU-JP","https://onlinearchives.th.gov.tw/","ja","文字","日治時期社會教育（國語普及、夜學會、圖書館、博物館、通俗教育等）與同化政策之相關公文","社會教育;同化;日治;國語;通俗教育","日治時期（1910–1945）","全臺灣","–","皇民化運動相關檔案","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","社會教育為皇民化運動之重要工具"
"臺灣總督府醫療體系與公醫制度","臺灣總督府警務局衛生課","1895-1945","教育與醫療史","國史館臺灣文獻館","TW-GOVERNMENT-HOSPITAL-JP","https://onlinearchives.th.gov.tw/","ja","文字","日治時期臺灣醫療體系之建立史料，含總督府醫院、公醫制度、衛生試驗、醫藥品管理、醫療人材養成等","醫療;日治;醫院;公醫;衛生","日治時期（1895–1945）","全臺灣","–","臺灣總督府醫學校與醫學教育","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","日治醫療體系為臺灣近代醫療之基礎"
"臺灣特殊疾病防治（瘧疾/鼠疫/結核）","臺灣總督府警務局衛生課／中央研究所","1900-1945","教育與醫療史","國史館臺灣文獻館／學術研究","TW-DISEASE-CONTROL-JP","https://onlinearchives.th.gov.tw/","ja","文字","日治時期瘧疾、鼠疫、結核等重大傳染病之防治史料，含檢疫、蚊蟲驅除、隔離治療、預防接種等公共衛生措施","瘧疾;鼠疫;結核;日治;公共衛生","日治時期（1900–1945）","全臺灣","–","臺灣總督府傳染病防治檔案","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","瘧疾防治為日治衛生最大成就之一"
"臺北帝國大學附屬醫院","臺北帝國大學醫學部","1937-1945","教育與醫療史","國立臺灣大學醫學院附設醫院","TAIDAI-HOSPITAL","–","ja;zh","文字","臺北帝國大學附屬醫院（今臺大醫院）之創設、醫療服務、醫學研究、醫師培訓等史料","臺大醫院;日治;醫療;醫學;大學病院","日治時期（1937–1945）","臺北","–","臺北帝國大學沿革","–","國立臺灣大學醫學院","2026-07-30","UNCLEAR","院史資料有限公開","僅收錄 metadata","臺大醫院為日治時期臺灣醫療之最高水準"
"日治時期護理與助產教育","臺灣總督府警務局衛生課","1900-1945","教育與醫療史","國史館臺灣文獻館／學術研究","TW-NURSING-EDU-JP","–","ja","文字","日治時期護士（看護婦）與助產士（產婆）之養成教育與證照制度史料","護理;助產;日治;教育;女性","日治時期（1900–1945）","全臺灣","–","臺灣總督府醫療體系與公醫制度","–","–","2026-07-30","UNCLEAR","史料有限","僅收錄 metadata","護理教育為日治女性專業教育之典範"
"幼稚園與學前教育史料","臺灣總督府文教局","1900-1945","教育與醫療史","國史館臺灣文獻館","TW-KINDERGARTEN-JP","https://onlinearchives.th.gov.tw/","ja","文字","日治時期臺灣幼稚園（幼兒園）之創設與學前教育相關史料，反映殖民統治下之教育完整性","幼稚園;學前教育;日治;幼兒;教育","日治時期（1900–1945）","全臺灣","–","臺灣教育令與教育制度沿革","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","幼稚園為日治教育體系之最底層"
"臺灣氣象觀測資料（1897–1945）","臺灣總督府中央研究所／氣象臺","1897-1945","自然與環境背景","中央氣象局／中研院","TW-CLIMATE-DATA-JP","–","ja;en","文字","日治時期臺灣各測候所（氣象站）之逐日氣溫、雨量、氣壓、風向風速等氣象觀測數據，為臺灣最早之連續科學氣象記錄","氣象;日治;氣候;觀測;測候所","日治時期（1897–1945）","全臺灣","–","–","–","中央氣象局","–","2026-07-30","UNCLEAR","原始數據需洽氣象局","僅收錄 metadata","日治氣象資料為百年氣候變遷研究之基礎"
"1935年新竹臺中大地震","臺灣總督府","1935","自然與環境背景","國史館臺灣文獻館","1935-EARTHQUAKE","https://onlinearchives.th.gov.tw/","ja","文字","1935年4月21日新竹臺中大地震（死傷約1.5萬人，為臺灣史上死傷最慘重之地震）之相關公文、災害調查報告與重建記錄","地震;1935;日治;災害;新竹;臺中","日治時期（1935）","新竹;臺中;苗栗","–","–","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","1935年地震為臺灣史上死傷最慘之自然災害"
"日治時期天然災害記錄（颱風/洪水/地震/乾旱）","臺灣總督府內務局／警務局","1896-1945","自然與環境背景","國史館臺灣文獻館","JP-DISASTER-RECORDS","https://onlinearchives.th.gov.tw/","ja","文字","日治時期臺灣天然災害（颱風、洪水、地震、乾旱、寒害等）之官方災害報告與救災記錄","自然災害;日治;颱風;洪水;地震","日治時期（1896–1945）","全臺灣","–","1935年新竹臺中大地震","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","日治災害記錄為氣候災害研究之系統數據"
"臺灣森林調查與林業試驗","臺灣總督府殖產局林務課／林業試驗場","1911-1945","自然與環境背景","國史館臺灣文獻館","TW-FOREST-RESEARCH-JP","https://onlinearchives.th.gov.tw/","ja","文字","日治時期臺灣森林資源調查與林業試驗（含熱帶林、針葉林、竹林等之生態研究）之學術報告","森林;林業;日治;試驗;生態","日治時期（1911–1945）","全臺灣山區","–","臺灣總督府殖產局林業檔案","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","日治林業試驗為臺灣森林生態學之奠基"
"臺灣水資源調查與水利工程","臺灣總督府內務局土木課","1900-1945","自然與環境背景","國史館臺灣文獻館","TW-WATER-RESOURCE-JP","https://onlinearchives.th.gov.tw/","ja;en","文字","日治時期臺灣水資源調查（河川流量、地下水、灌溉用水）與水利工程（水庫、圳路、防洪）相關技術報告","水資源;水利;日治;河川;水庫","日治時期（1900–1945）","全臺灣","–","嘉南大圳與烏山頭水庫","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","日治水利工程為臺灣水資源管理之基礎"
"臺灣土壤調查與農業地理","臺灣總督府中央研究所農業部","1910-1945","自然與環境背景","國史館臺灣文獻館","TW-SOIL-SURVEY-JP","https://onlinearchives.th.gov.tw/","ja","文字","日治時期臺灣土壤分類調查與農業地理研究報告，為臺灣農地規劃與作物分布之科學基礎","土壤;農業;日治;地理;調查","日治時期（1910–1945）","全臺灣","–","–","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","日治土壤調查為臺灣農業科學化之基礎"
"臺灣原住民山地生態調查","臺灣總督府／人類學者（鹿野忠雄等）","1920-1945","自然與環境背景","學術出版","TW-MOUNTAIN-ECOLOGY-JP","–","ja","文字","日治時期對臺灣高山地區之生態與環境調查，含鹿野忠雄之高山地形學研究、動植物分布、原住民土地利用等","山地;生態;日治;鹿野忠雄;高山","日治時期（1920–1945）","臺灣高山地區","–","鹿野忠雄臺灣考古與人類學研究","–","–","2026-07-30","UNCLEAR","日文學術文獻","僅收錄 metadata","日治山地調查為臺灣高山生態研究之先驅"
"日治時期環境污染記錄（礦業/工業公害）","臺灣總督府殖產局／警務局","1910-1945","自然與環境背景","國史館臺灣文獻館","TW-POLLUTION-JP","https://onlinearchives.th.gov.tw/","ja","文字","日治時期因礦業（金瓜石礦毒）、工業排水、都市衛生所引發之環境污染與公害相關公文","公害;污染;日治;礦業;環境","日治時期（1910–1945）","全臺灣","–","–","–","國史館臺灣文獻館（數位典藏）","2026-07-30","UNCLEAR","線上查詢","僅收錄 metadata","日治公害記錄為臺灣環境史之早期資料"
