"題名","creator","日期","類型","來源","識別碼","來源網址","語言","資料類型","描述","主題","年代範圍","地理範圍","翻譯者","關聯","出版者","貢獻者","取得日期","授權狀態","授權備註","收錄狀態","備註"
"清代臺灣人口統計（戶口編審與保甲）","清代臺灣府／縣衙門","1684-1860","統計與調查資料","THDL／方志／檔案","QING-TW-POPULATION","–","zh","文字","清代臺灣戶口編審制度下之人口統計資料，含府縣戶口數、漢番人口比、移入人口估計等","清代;人口;戶口;統計;移民","清領前期（1684–1860）","全臺灣","–","福建通志臺灣府（統計）","–","–","2026-07-30","UNCLEAR","數據散見各志書與檔案","僅收錄 metadata","清代臺灣人口統計為社會經濟史之基礎"
"清代臺灣窯址考古調查","學術研究團隊","2000-2020","考古與物質文化","學術報告與論文","QING-KILN-ARCH-TW","–","zh","文字","清代臺灣陶瓷窯址（南投水里窯、北投窯、鶯歌窯前身等）之考古調查與研究，反映清代臺灣本地陶瓷產業之發展","清代;窯址;陶瓷;考古;產業","清領前期（1750–1860）","南投;北投;鶯歌","–","明鄭時期陶瓷出土與貿易陶瓷研究","–","學術期刊","–","2026-07-30","UNCLEAR","學術論文需購閱","僅收錄 metadata","清代臺灣本地窯業之物質證據"
"清代臺灣沉船考古（澎湖海域）","學術研究團隊／澎湖縣文化局","2000-2020","考古與物質文化","學術報告","QING-SHIPWRECK-PH","–","zh","文字","澎湖海域清代沉船之水下考古調查，含清代貿易陶瓷、船體結構、貨物等出水文物，反映清代臺灣航運與貿易","沉船;水下考古;清代;澎湖;貿易","清領前期（1683–1860）","澎湖海域","–","清代臺灣海防圖","–","澎湖縣文化局","2026-07-30","UNCLEAR","水下考古報告未全面公開","僅收錄 metadata","清代臺灣航運史之考古證據"
"清領前期中部碑碣選輯","清代地方官／民間","1700-1860","碑碣與實物刻文","中研院臺灣史研究所碑碣資料庫","QING-STELE-CENTRAL","https://tais.ith.sinica.edu.tw/","zh","文字;圖檔","清代臺灣中部（彰化、雲林、嘉義）之碑碣拓本選輯，含彰化城修建碑、笨港天后宮碑、北港朝天宮碑、諸羅城碑等","碑碣;中部;清代;彰化;嘉義","清領前期（1700–1860）","彰化;雲林;嘉義","–","清代臺灣碑碣集成（前期）","–","中研院臺史所（數位典藏）","2026-07-30","UNCLEAR","資料庫公開查詢","已收錄 metadata","中部地區為清代臺灣移民開發重心"
"清領前期南部碑碣選輯","清代地方官／民間","1683-1860","碑碣與實物刻文","中研院臺灣史研究所碑碣資料庫","QING-STELE-SOUTH","https://tais.ith.sinica.edu.tw/","zh","文字;圖檔","清代臺灣南部（臺南郊區、高雄、屏東）之碑碣拓本選輯，含鳳山城碑、屏東先帝廟碑、旗後砲臺碑等","碑碣;南部;清代;高雄;屏東","清領前期（1683–1860）","臺南;高雄;屏東","–","清代臺灣碑碣集成（前期）","–","中研院臺史所（數位典藏）","2026-07-30","UNCLEAR","資料庫公開查詢","已收錄 metadata","南臺灣為清代臺灣開發最早之區域"
"清代臺灣漁業史料","清代地方官／漁戶","1700-1860","產業與經濟實錄","方志／檔案／學術研究","QING-FISHERY-TW","–","zh","文字","清代臺灣漁業（沿海漁撈、烏魚漁場、漁課、漁戶管理等）之相關史料，臺灣四面環海，漁業為早期重要產業","漁業;清代;烏魚;漁課;沿海","清領前期（1700–1860）","全臺灣沿海","–","–","–","–","2026-07-30","UNCLEAR","史料分散","僅收錄 metadata","清代臺灣漁業史料遠少於陸地經濟之記錄"
"清代臺灣林業與軍工料史料","清代臺灣道／軍工道廠","1700-1860","產業與經濟實錄","檔案／學術研究","QING-FORESTRY-TW","–","zh","文字","清代臺灣山林資源（樟木、楠木、藤類）之採辦與管理史料，臺灣樟木為清代戰船建造之關鍵材料（軍工料），兼論山林開發與原住民獵區之關係","林業;清代;軍工料;樟木;戰船","清領前期（1700–1860）","全臺灣（中部山區為主）","–","清代臺灣軍工匠料與戰船修造檔案","–","–","2026-07-30","UNCLEAR","檔案與文獻分散","僅收錄 metadata","清代臺灣山林資源為戰略物資"
"清代臺灣染布業（大青）史料","清代臺灣農民／染戶","1700-1860","產業與經濟實錄","方志／檔案","QING-INDIGO-TW","–","zh","文字","清代臺灣藍靛（大青）種植與染布業之相關史料，臺灣大青為華南市場重要染料來源，反映清代臺灣農業加工業之發展","大青;染布;清代;染料;農業加工","清領前期（1700–1860）","全臺灣","–","–","–","–","2026-07-30","UNCLEAR","史料分散","僅收錄 metadata","清代臺灣大青為重要經濟作物"
"清代臺灣水圳與水利開發史料（補遺）","清代地方官／墾首","1720-1860","產業與經濟實錄","方志／田野調查／學術研究","QING-CANAL-EXTRA","–","zh","文字","清代臺灣水利埤圳補遺：八堡圳（施世榜）、瑠公圳（郭錫瑠）、貓霧捒圳、隆恩圳、金廣福圳等開發歷程詳考","水利;埤圳;清代;灌溉;水圳","清領前期（1720–1860）","全臺灣","–","清代臺灣水利開發與埤圳系統","–","–","2026-07-30","UNCLEAR","文獻散見各志書與研究","僅收錄 metadata","水利開發為清代臺灣農業擴張之命脈"
"海東書院與清代臺灣教育制度","清代臺灣府儒學／海東書院","1700-1860","教育與醫療史","國立臺灣圖書館／方志","HAIDONG-ACADEMY-QING","–","zh","文字","清代臺灣最高學府海東書院（府城）之創設、學規、師資、考課與歷任山長之史料，兼論清代臺灣儒學教育體系","海東書院;清代;教育;儒學;府城","清領前期（1720–1860）","臺南府城;全臺灣","–","清代臺灣儒學與書院史料","–","–","2026-07-30","UNCLEAR","史料散見志書與文集","僅收錄 metadata","海東書院為清代臺灣最重要之書院"
"崇文書院與南部書院沿革","清代臺灣道／地方官","1700-1860","教育與醫療史","方志／學術研究","CHONGWEN-ACADEMY","–","zh","文字","清代臺灣南部書院（崇文書院、正音書院、引心書院等）之設立、運作與社會功能之史料","書院;清代;教育;南部;科舉","清領前期（1720–1860）","臺南;高雄;屏東","–","海東書院與清代臺灣教育制度","–","–","2026-07-30","UNCLEAR","史料散見各志書","僅收錄 metadata","清代臺灣書院為科舉制度之基礎"
"清代臺灣地震史（1792–1860）","清代方志／奏疏／地方官記錄","1792-1860","自然與環境背景","THDL／方志／學術研究","QING-EARTHQUAKE-1792","–","zh","文字","清領前期嘉慶至咸豐年間臺灣重大地震記錄，含1792年嘉義地震（死傷慘重）、1815年淡水地震、1839年嘉義地震、1848年彰化地震等","地震;清代;嘉義;彰化;災害","清領前期（1792–1860）","全臺灣","–","清代臺灣災害史料（前期）","–","–","2026-07-30","UNCLEAR","記錄散見各類文獻","僅收錄 metadata","臺灣位於環太平洋地震帶，地震記錄豐富"
"清代臺灣颱風與水災編年記錄","清代方志／奏疏／地方官記錄","1683-1860","自然與環境背景","THDL／方志","QING-TYPHOON-FLOOD","–","zh","文字","清領前期臺灣颱風、豪雨與水災之編年記錄，由方志與奏疏中輯出，為臺灣古氣候重建之重要資料","颱風;水災;清代;氣候;編年","清領前期（1683–1860）","全臺灣","–","清代臺灣災害史料（前期）","–","–","2026-07-30","UNCLEAR","記錄散見各類文獻","僅收錄 metadata","清代颱風記錄為古氣候研究重要素材"
"清代臺灣河川變遷與海岸地形（前期）","學術研究團隊／地理學","1900-2020","自然與環境背景","學術期刊","QING-RIVER-COAST-QIAN","–","zh","文字","清代臺灣主要河川（濁水溪、曾文溪、淡水河、蘭陽溪等）之河道變遷與海岸地形變化研究，影響聚落、港口與土地利用","河川;海岸;地形;清代;變遷","清領前期（1683–1860）","全臺灣","–","–","–","學術期刊","–","2026-07-30","UNCLEAR","學術論文需購閱","僅收錄 metadata","臺灣河川多屬於辮狀河，河道變遷頻繁"
"羅發號事件相關檔案","清代總理衙門／美國外交文件","1867-1868","官方檔案文書","中研院近史所檔案館／美國國會圖書館","ROVER-INCIDENT-FILE","https://archives.sinica.edu.tw/","zh;en","文字","1867年美國商船羅發號在臺灣琅𤩝（恆春）觸礁，船長與船員遭原住民殺害之事件檔案，為清代臺灣涉外關係重大事件，導致李仙得來臺調查","羅發號;清代;涉外;美國;原住民","清領後期（1867–1868）","琅𤩝（恆春）;全臺灣","–","李仙得《臺灣紀行》","–","中研院近史所（數位化）","2026-07-30","UNCLEAR","檔案分散中研院與美國","僅收錄 metadata","羅發號事件為牡丹社事件之前奏"
"樟腦糾紛與1868年英軍犯臺檔案","清代總理衙門／英國外交文件","1868-1869","官方檔案文書","中研院近史所檔案館／英國檔案館","CAMPHOR-WAR-1868","https://archives.sinica.edu.tw/","zh;en","文字","1868年樟腦糾紛（英商艾德華在臺非法經營樟腦遭查辦，英國派軍艦砲擊安平）相關清代官方檔案與英國外交文件","樟腦;清代;涉外;英國;軍事","清領後期（1868–1869）","安平;淡水;全臺灣","–","臺灣樟腦專賣史料（清領後期）","–","中研院近史所（數位化）","2026-07-30","UNCLEAR","檔案分散中研院與英國","僅收錄 metadata","樟腦戰爭為清代臺灣涉外武力衝突之典型案例"
"THDL—清代臺灣開港後涉外事件奏疏選","閩浙總督、福建巡撫、臺灣道等","1860-1895","官方檔案文書","臺灣歷史數位圖書館（THDL）","THDL-QG-1860-FOREIGN","http://thdl.ntu.edu.tw/","zh","文字","THDL收錄開港後臺灣涉外事件奏疏精選，含洋商糾紛、傳教士教案、外國人遊歷、海關設置、領事裁判權等","涉外;清代;奏疏;THDL;開港","清領後期（1860–1895）","全臺灣","–","明清臺灣行政檔案（THDL 文獻集）","–","國立臺灣大學數位人文研究中心（全文數位化）","2026-07-30","UNCLEAR","THDL 免登入全文檢索","已收錄 metadata","開港後涉外案件為清代臺灣新興政務"
"THDL—清代臺灣教案相關奏疏","閩浙總督、臺灣道、總理衙門等","1860-1895","官方檔案文書","臺灣歷史數位圖書館（THDL）","THDL-QG-1860-JIAOAN","http://thdl.ntu.edu.tw/","zh","文字","THDL收錄清代臺灣天主教與基督新教傳教士在臺傳教引發之教案與糾紛相關奏疏","教案;清代;奏疏;傳教士;THDL","清領後期（1860–1895）","全臺灣","–","明清臺灣行政檔案（THDL 文獻集）","–","國立臺灣大學數位人文研究中心（全文數位化）","2026-07-30","UNCLEAR","THDL 免登入全文檢索","已收錄 metadata","教案為清代臺灣涉外史重要議題"
"臺灣鐵路建設相關檔案","劉銘傳／邵友濂／清代總理衙門","1885-1893","官方檔案文書","國立故宮博物院（清宮檔案）／國立臺灣圖書館","TW-RAILWAY-FILE","–","zh","文字","清代臺灣鐵路（基隆—臺北—新竹段）之籌建、施工、營運與停工相關官方檔案，為中國第一條由中國人自行興建並營運之鐵路","鐵路;清代;劉銘傳;基隆;新竹","清領後期（1885–1893）","基隆;臺北;新竹","–","劉銘傳《劉壯肅公奏議》;清代基隆煤礦與鐵路遺址考古","–","國立故宮博物院（清宮典藏）","2026-07-30","UNCLEAR","檔案分散故宮與國圖","僅收錄 metadata","清代臺灣鐵路為中國鐵路史之先驅"
"臺灣電報與郵政建設檔案","劉銘傳／清代總理衙門","1886-1895","官方檔案文書","國立故宮博物院（清宮檔案）／學術研究","TW-TELEGRAPH-POST-FILE","–","zh","文字","清代臺灣電報線路（臺北—滬尾—安平—打狗—基隆）與郵政系統（臺灣郵政局）之建設與營運相關官方檔案","電報;郵政;清代;劉銘傳;近代化","清領後期（1886–1895）","全臺灣","–","劉銘傳《劉壯肅公奏議》","–","國立故宮博物院（清宮典藏）","2026-07-30","UNCLEAR","檔案分散","僅收錄 metadata","清代臺灣為中國最早全面架設電報之省份之一"
"清末臺灣涉外條約與通商章程","清代總理衙門／外國政府","1858-1895","官方檔案文書","中研院近史所檔案館","TW-TREATIES-LATEQING","https://archives.sinica.edu.tw/","zh;en;fr","文字","1858年天津條約至1895年馬關條約之間與臺灣相關之涉外條約、通商章程與關稅協定，為清代臺灣國際地位之法律框架","條約;清代;涉外;通商;馬關條約","清領後期（1858–1895）","全臺灣","–","–","–","中研院近史所（數位化）","2026-07-30","UNCLEAR","近史所檔案館線上目錄查詢","僅收錄 metadata","條約為清代臺灣國際關係之基礎"
"清末臺灣沿海圖（英國海軍測量）","英國海軍水文測量局","1850-1895","方志與輿圖","大英圖書館／英國海軍水文局","BRITISH-NAVY-CHART-TW","–","en","地圖","英國海軍在19世紀中後期測繪之臺灣沿海海圖，為開港通商後西方航海者使用之精確海圖，含水深、航道、燈塔、錨地等","海圖;清代;英國;海軍;航海","清領後期（1850–1895）","全臺灣沿海","–","清代臺灣海防圖（前期）","英國海軍水文局","大英圖書館（典藏）","2026-07-30","UNCLEAR","原件藏英國，數位版有限","僅收錄 metadata","英國海圖為清代臺灣沿海最精確之測量"
"The China Review 臺灣相關論文（1872–1901）","多件外國學者與傳教士","1872-1895","報刊與雜誌","香港大學圖書館（數位化）","CHINA-REVIEW-TW","https://digital.lib.hku.hk/","en","文字","清末香港出版之學術期刊《The China Review, or Notes and Queries on the Far East》中與臺灣相關之論文、書評與記錄，為西方早期臺灣學術研究之重要載體","The China Review;清代;學術;西方;臺灣研究","清領後期（1872–1895）","全臺灣","–","–","–","香港大學圖書館（數位化）","2026-07-30","UNCLEAR","香港大學線上公開","僅收錄 metadata","西方學術界最早之臺灣研究專刊"
"胡傳（胡鐵花）《臺灣日記與稟啟》","胡傳（胡鐵花）","1892-1895","人物傳記與家族史料","國立臺灣圖書館（原件）／臺灣銀行經濟研究室（刊本）","HUCHUAN-TW-DIARY","–","zh","文字","胡適之父胡傳（胡鐵花）任職臺灣（臺東直隸州知州）期間之日記與公牘稟啟，為清領末期臺灣後山治理之珍貴第一手紀錄","胡傳;胡鐵花;清代;臺東;後山","清領後期（1892–1895）","臺東;花蓮;全臺灣","–","–","臺灣銀行經濟研究室（臺灣文獻叢刊第71種）","–","2026-07-30","ARR","臺灣文獻叢刊絕版","已收錄 metadata","胡傳為清代臺灣後山最後一位地方官"
"劉永福史料與傳記","劉永福／清代官方文件","1885-1895","人物傳記與家族史料","國立臺灣圖書館／國家圖書館","LIUYONGFU-BIO-TW","–","zh","文字","劉永福（黑旗軍領袖，臺灣民主國大將軍）在臺相關史料，含1895年乙未戰爭中領導南部抗日之文件、告示與其生平傳記","劉永福;黑旗軍;清代;乙未;抗日","清領後期（1894–1895）","臺南;高雄;全臺灣","–","乙未戰爭與臺灣民主國檔案","–","–","2026-07-30","UNCLEAR","有傳記出版品","已收錄 metadata","劉永福為乙未抗日之象徵性人物"
"丘逢甲詩文與傳記","丘逢甲／晚清文人","1885-1912","人物傳記與家族史料","國立臺灣圖書館／學術研究","QIU-FENGJIA-POEMS","–","zh","文字","丘逢甲（清代臺灣最後一代文人、臺灣民主國副總統）之詩文集與傳記，其詩作為乙未割臺前後臺灣文人集體記憶之文學見證","丘逢甲;清代;文學;乙未;抗日","清領後期（1885–1895）","全臺灣;廣東","–","乙未戰爭與臺灣民主國檔案;清代臺灣文人別集選","–","–","2026-07-30","UNCLEAR","丘逢甲詩文集流通普遍","已收錄 metadata","丘逢甲為清代臺灣最著名之詩人與抗日人物"
"林豪《澎湖廳志》與澎湖文人","林豪等","1860-1895","人物傳記與家族史料","國立臺灣圖書館（原件）","LINHAO-PH-LITERATI","–","zh","文字","澎湖文人林豪（《澎湖廳志》纂修者）之生平與著作，兼論清領後期澎湖文人群體與海洋社會","林豪;澎湖;清代;文人;方志","清領後期（1862–1895）","澎湖","–","澎湖廳志（明鄭時期）","–","–","2026-07-30","UNCLEAR","文獻散見","僅收錄 metadata","澎湖在清代文風雖遜臺灣本島，仍有重要文人"
"賴阿芳（Lai Afong）拍攝之來臺相關照片","賴阿芳（Lai Afong）","1870-1880","照片與影像","哈佛大學哈佛燕京圖書館／Wellcome Library","LAI-AFONG-TW","–","en","圖檔","香港著名攝影師賴阿芳在1870年代拍攝之臺灣相關照片，為目前所知最早由華人攝影師拍攝之臺灣影像","賴阿芳;攝影;清代;香港;19世紀末","清領後期（1870–1880）","全臺灣","–","–","–","哈佛燕京圖書館（數位典藏）","2026-07-30","UNCLEAR","海外圖書館數位版","僅收錄 metadata","華人攝影師拍攝之最早臺灣影像"
"清末臺灣原住民影像資料（外國攝影師）","多件外國攝影師","1870-1895","照片與影像","Wellcome Library／大英圖書館／法國國家圖書館","QING-ABORIGINAL-PHOTOS","–","en","圖檔","19世紀末外國攝影師拍攝之臺灣原住民（平埔族、高山族）照片合集，為清代原住民外觀、服飾、刺青、建築之珍貴視覺史料","原住民;清代;攝影;人類學;19世紀末","清領後期（1870–1895）","全臺灣","–","–","–","Wellcome Library 等（數位典藏）","2026-07-30","UNCLEAR","海外圖書館公開瀏覽","僅收錄 metadata","清代臺灣原住民影像為人類學史之重要資料"
"淡水海關醫報（Customs Medical Reports, 1869–1895）—臺灣部分","中國海關總稅務司（醫官）","1869-1895","統計與調查資料","中國海關（原刊）／大英圖書館","CUSTOMS-MEDICAL-TW","–","en","文字","中國海關醫報（Customs Medical Reports）中臺灣各口（淡水、安平、打狗、基隆）醫官之公共衛生與疫情年報，為清代臺灣醫療史之最詳實統計來源","海關;醫療;衛生;清代;疫情","清領後期（1869–1895）","淡水;安平;打狗;基隆","–","清代後期臺灣疫情史料;清末臺灣傳染病與海關檢疫","–","–","2026-07-30","UNCLEAR","英文原件散見各大圖書館","僅收錄 metadata","清代臺灣最早之連續公共衛生統計"
"清末臺灣港口船舶統計","中國海關總稅務司","1862-1895","統計與調查資料","海關檔案／大英圖書館","QING-PORT-SHIPPING-STATS","–","en","文字","清代臺灣各港口（淡水、安平、打狗、基隆）之船舶入出噸位、國籍別、船型別統計，反映開港後航運發展與國際貿易之趨勢","港口;船舶;航運;清代;統計","清領後期（1862–1895）","淡水;安平;打狗;基隆","–","清代臺灣海關貿易統計","–","–","2026-07-30","UNCLEAR","海關報告需購閱","僅收錄 metadata","航運統計為清代臺灣國際貿易之量化基礎"
"清代臺灣砲臺遺構調查（滬尾砲臺、億載金城、赤崁樓等）","學術研究團隊／內政部國定古蹟","2000-2020","考古與物質文化","學術報告／古蹟調查報告","QING-FORT-ARCH-TW","–","zh","文字","清領後期興建之現代化砲臺（滬尾砲臺、億載金城/二鯤鯓砲臺、旗後砲臺、基隆二沙灣砲臺等）之建築考古與遺構調查","砲臺;清代;軍事;古蹟;建築","清領後期（1874–1895）","淡水;臺南;高雄;基隆","–","清末臺灣沿海圖（英國海軍測量）","–","–","2026-07-30","UNCLEAR","古蹟調查報告散布各單位","僅收錄 metadata","現代化砲臺為清代臺灣海防近代化之具體成果"
"清末臺灣邊界碑（番界、行政界）","清代臺灣地方官","1874-1895","碑碣與實物刻文","中研院臺灣史研究所碑碣資料庫／田野現存","QING-BOUNDARY-STELE","https://tais.ith.sinica.edu.tw/","zh","文字;圖檔","清末臺灣開山撫番後設立之界碑，含番界（「界」字碑）、行政區界碑、隘勇線碑等，為清代臺灣邊界制度之石刻實證","界碑;清代;番界;開山撫番;邊界","清領後期（1874–1895）","全臺灣","–","清代臺灣開山撫番碑記","–","–","2026-07-30","UNCLEAR","田野調查中發現，部分已移置博物館","僅收錄 metadata","清末番界碑為原住民土地權利之關鍵物證"
"清代臺灣煤油（石油）探勘史料","清代臺灣道／外國技師","1860-1895","產業與經濟實錄","清代檔案／學術研究","TW-KEROSENE-PROSPECT","–","zh;en","文字","清代臺灣煤油（石油）探勘之相關史料，含苗栗出磺坑、新竹、嘉義等處石油露頭探勘、外國技師評估與試鑽記錄","石油;煤油;清代;苗栗;礦業","清領後期（1861–1895）","苗栗;新竹;嘉義","–","臺灣煤業史料（清領後期）","–","–","2026-07-30","UNCLEAR","探勘記錄分散檔案中","僅收錄 metadata","出磺坑為亞洲最古老之油礦之一"
"清末臺灣金融與票號匯兌史料","清代臺灣道／大陸票號（山西票號）","1860-1895","產業與經濟實錄","中研院近史所／學術研究","QING-FINANCE-TAIWAN","–","zh","文字","清末臺灣金融流通與匯兌系統史料，含大陸票號在臺業務、臺灣銀錢比價、官銀與私票流通、劉銘傳時期金融改革等","金融;票號;清代;匯兌;貨幣","清領後期（1860–1895）","全臺灣","–","–","–","–","2026-07-30","UNCLEAR","金融檔案極分散","僅收錄 metadata","清末臺灣金融史為臺灣經濟史之薄弱環節"
"臺灣北部茶葉產區調查與茶農契約","清代地方官／外國商行","1865-1895","產業與經濟實錄","國立臺灣圖書館／學術研究","TW-TEA-DISTRICT-SURVEY","–","zh;en","文字","清末臺灣北部茶葉產區（文山、石碇、坪林、三峽、大溪、新竹等）之調查記錄與茶農契約文書，反映茶葉經濟向山區擴張之過程","茶葉;清代;茶區;契約;北部","清領後期（1865–1895）","臺北;新北;桃園;新竹","–","臺灣茶葉出口史料（清領後期）","–","–","2026-07-30","UNCLEAR","調查記錄與契約分散","僅收錄 metadata","茶葉經濟帶動清代臺灣北部山區開發"
"清末臺灣糖業產區與洋行收購史料","清代地方官／外國洋行","1860-1895","產業與經濟實錄","海關檔案／學術研究","TW-SUGAR-DISTRICT-LATEQING","–","zh;en","文字","清末臺灣糖業產區（臺南、高雄、屏東為主）之調查與外國洋行（德記、怡記、和記等）收購砂糖之相關史料","糖業;清代;洋行;產區;出口","清領後期（1860–1895）","臺南;高雄;屏東","–","臺灣糖業近代化史料（清領後期）","–","–","2026-07-30","UNCLEAR","史料分散","僅收錄 metadata","清末糖業為南部經濟命脈"
"清末臺灣港口發展與洋行貿易史料","清代臺灣道／外國洋行（怡和、寶順、德記等）","1860-1895","產業與經濟實錄","中研院近史所／大英圖書館／學術研究","QING-PORT-TRADE-FIRMS","–","zh;en","文字","清末臺灣各港口主要外國洋行之貿易活動史料，含怡和洋行（Jardine Matheson）、寶順洋行（Dodd & Co.）、德記洋行（Tait & Co.）等在臺經營茶、糖、樟腦之商業文書","洋行;清代;貿易;港口;外商","清領後期（1860–1895）","淡水;安平;打狗;基隆","–","臺灣茶葉出口史料;臺灣樟腦專賣史料;臺灣糖業近代化史料","–","–","2026-07-30","UNCLEAR","洋行文書分散海外檔案館","僅收錄 metadata","外國洋行為清末臺灣對外貿易之實際執行者"
"淡水牛津學堂（理學堂大書院）與女學堂沿革","馬偕（George Leslie Mackay）／臺灣長老教會","1882-1895","教育與醫療史","馬偕醫學院／真理大學校史館","OXFORD-COLLEGE-TAMSUI","–","zh;en","文字","馬偕1882年創設之牛津學堂（Oxonia College，今真理大學前身）與1884年淡水女學堂之創校沿革、課程、師生與社會影響史料","牛津學堂;馬偕;清代;教育;淡水","清領後期（1882–1895）","淡水;臺北","–","馬偕與北臺灣醫療教育史","–","真理大學校史館","2026-07-30","UNCLEAR","校史館有數位化部分資料","已收錄 metadata","牛津學堂為清代臺灣西式高等教育之開端"
"清法戰爭傷兵醫療史料","清代臺灣道／法國軍醫／海關醫官","1884-1885","教育與醫療史","法國軍醫院檔案／海關醫報","SINO-FRENCH-MEDICAL","–","zh;fr;en","文字","1884–1885年中法戰爭期間臺灣戰場傷兵醫療之相關史料，含清代軍醫制度、法國軍醫院（基隆、澎湖）、海關醫官救治等","中法戰爭;醫療;清代;傷兵;軍醫","清領後期（1884–1885）","基隆;淡水;澎湖","–","中法戰爭臺灣相關檔案（1884–1885）","–","–","2026-07-30","UNCLEAR","醫療記錄散見各國檔案","僅收錄 metadata","戰爭醫療史為較少被關注之面向"
"清末臺灣地質調查（外國技師報告）","外國技師（E. A. A. von Dücker等）","1865-1895","自然與環境背景","大英圖書館／學術研究","QING-GEOLOGY-TW","–","en;de","文字","清末外國技師與地質學家在臺進行之地質調查報告，含煤田地質、石油地質、礦產分布與地形地質概查","地質;清代;礦產;調查;外國技師","清領後期（1865–1895）","全臺灣","–","清代臺灣煤業史料;清代臺灣煤油探勘史料","–","–","2026-07-30","UNCLEAR","報告分散海外圖書館","僅收錄 metadata","清末外國地質調查為臺灣地質學之發軔"
"清末臺灣傳染病與海關檢疫制度","清代臺灣道／海關醫官","1880-1895","自然與環境背景","海關醫報／清代檔案","QING-QUARANTINE-TW","–","zh;en","文字","清末臺灣鼠疫、霍亂等傳染病流行與海關檢疫制度建立之史料，各港口設立檢疫所、船舶檢疫、隔離措施等","傳染病;檢疫;清代;海關;鼠疫","清領後期（1880–1895）","全臺灣各港口","–","清代後期臺灣疫情史料;淡水海關醫報","–","–","2026-07-30","UNCLEAR","記錄分散各海關報告","僅收錄 metadata","清末海關檢疫為臺灣公共衛生制度之起點"
"開港後臺灣港口淤積與疏濬記錄","清代臺灣道／海關官員","1860-1895","自然與環境背景","海關報告／清代檔案","QING-PORT-SILTATION","–","zh;en","文字","開港後臺灣各港口（安平、打狗、淡水、基隆）之泥沙淤積問題與疏濬工程記錄，港口淤積為清代臺灣航運之長期困擾","港口;淤積;清代;疏濬;航運","清領後期（1860–1895）","安平;打狗;淡水;基隆","–","清代臺灣河川變遷與海岸地形（前期）","–","–","2026-07-30","UNCLEAR","記錄散見海關報告與地方檔案","僅收錄 metadata","港口淤積最終導致安平港被高雄港取代"
